id,place_name,category,rating,sentiment,sentiment_score,text,label
127,후루유 온천 온크리,료칸,5,긍정,0.99322778,"당일치기 온천을 기대하러 갔다. 버스 정류장에서도 빠르고 편리한 장소에 있었다. 들어간 순간, 건물과 스탭의 청결감의 훌륭함에 승리를 확신. 점원 대응은 매우 정중. 온천도 깨끗하고 최고로 기분 좋았다. 물론 사우나도. 자판기에는 우유가 병으로 팔리고 있어 이상을 모두 이룬 장소를 찾아 버렸다.",긍정
128,후쿠오카 유벨 호텔,호텔,3,부정,0.569043338,"3명으로 장애인용 객실에 숙박. 아직 오픈시의 깨끗함이 남아 실내의 인상은 OK. 벽 등이 얇은 탓인지, 복도나 이웃실, 아래층 대욕장에서 소리가 들리는 경우가 많았다. 버스, 세면대는 깨끗했지만, 바닥의 카펫은 대부분 얼룩이 눈에 띄었다.",
129,머큐르 후쿠오카 무나카타 리조트 & 스파,호텔,5,부정,0.716218412,▪️이용년월 2024년 12월…,긍정
130,ANA 크라운 플라자 호텔 후쿠오카,호텔,5,부정,0.880049229,매우 만족했으므로 불만족스러운 점만 씁니다.…,긍정
131,시즈테츠 호텔 프레지오 하카타에키마에,호텔,4,긍정,0.586839855,"(입지) 하카타 역에서 조금 떨어져 있습니다. 단지 선로를 따라이므로 하카타 출구에서도 치쿠시 출구 측에서도 가기 쉽다는 장점도 있고, 역 주변의 소란과는 무연한 장소입니다.…",긍정
132,호텔 오리엔탈 익스프레스 후쿠오카 텐진,호텔,5,긍정,0.990050852,번화가와 가까워 접근성이 좋고 객실이 깨끗하다,긍정
133,후쿠오카 토에이 호텔,호텔,5,긍정,0.982820392,저렴하고 좋은 호텔이었습니다.,긍정
134,호텔 오리엔탈 익스프레스 후쿠오카 텐진,호텔,1,부정,0.996886671,3명이 써서 그런지 진짜 방이 너~~무 너무너무 비좁고 지금 3월날씨에 바깥은 생각보다 쌀쌀하지만 방안은 따뜻한게 아니라 너무 더워요 에어컨을켜도 새벽되니까 중앙에서 조절하는지 에어컨이 안나오더라고요 이틀동안 ㅡㅡ…,부정
135,후쿠오카 리센트 호텔,호텔,2,긍정,0.592022121,"이 호텔은 리셉션이 좋지 않습니다. 말을 걸거나 기다리거나 아침 일찍 출발하여 프런트가 부재중으로 매우 곤란했습니다. 방도 경대의 뒤가 먼지 투성이, 청소도 적당합니다. 두번째는 없을지도.",부정
136,호텔 JAL 시티 후쿠오카 텐진,호텔,1,부정,0.998887479,"불친절하기 그지 없다. 프론트에서 영어 전혀 못함. 렌트카로 12시 도착, 3시부터 체크인, 12-3시까지 주차비 9천원 정도 따로 받음. 2:45분 다시 체크인 하러 왔더니 3시 정각까지 기다리라고 하네.. 불친절의 끝판왕! 비추천…",부정
137,더 베이직스 후쿠오카,호텔,5,긍정,0.95396477,"넓고 세련된 입구에 깨끗한 넓은 객실. 매우 편안하게 보낼 수있었습니다. 아침 식사 뷔페에서는 돼지뼈 라면이나 명태자 등의 당지물도 받을 수 있어, 매일 아침 과식해 괴로웠습니다.",긍정
138,ART HOTEL Kokura New Tagawa,호텔,1,긍정,0.735723794,"후쿠오카의 보조로 방을 맡기면, 충분한 여유가 있는데 좁은 세미 더블의 싱글의 방에 통과되었다. 보통은 그날의 밝은 상태로 넓은 방으로 할 것이다. 오늘의 빈방으로 조사하면 트윈도 더블도 패밀리의 방도 있는데다.…",부정
139,언플랜 후쿠오카,호텔,5,긍정,0.993051171,역에서 아주 가깝고 주변 환경도 훌륭해요!,긍정
140,ANA 크라운 플라자 호텔 후쿠오카,호텔,2,부정,0.988057613,"직원들은 교육을 잘 받았지만, 제가 묵었던 싱글룸은 정말 너무 작았습니다! 근처 로열 파크 호텔 같은 곳은 방이 세 배나 넓고 가격은 절반이었어요. 앞으로 이 호텔에 다시 묵을 일은 없을 것 같습니다.",부정
141,나인아워스 하카타 스테이션,호텔,5,부정,0.778271914,"윌러 버스 옵션으로, 샤워하고 싶고 이용했습니다. 장소가 이해하기 어려웠습니다.…",긍정
142,The Luigans Spa＆Resort,호텔,1,부정,0.935294092,"점심 식사로 레스토랑을 이용했습니다. 입점시부터 스탭이 소금 대응으로 놀랐습니다. 매우 기대하고 있었으므로 유감이었습니다. 주문이 정해져, 가게를 부르는 것도 좀처럼 알아차릴 수 없다. 눈치챘다고 생각해도 좀처럼 오지 않는다. 어쨌든 접객은 나쁘다고 느꼈습니다. 요리는 즐길 수 있었지만, 스탭 분들의 대응이 너무 나쁘고 유감이었습니다.",부정
143,야마모토 료칸,료칸,5,부정,0.615720928,시골 할아버지네 놀러온 느낌,긍정
144,플라자호텔 프리미어,호텔,2,긍정,0.817769885,"조금 낡습니다만, 떨어지는 호텔입니다. 경영이 바뀌기 전에는 아침 식사가 매우 맛있고 잘 이용했습니다. 오랜만에 이용하면… 수하물 보관소가 없는데 깜짝 ️자기책임으로, 짐을 둘 공간은 있다는 것. 누구나 짐에 노출되기 때문에 무서워서 짐은 동전 사물함에.…",부정
145,후쿠오카 하나 호스텔,게스트하우스,1,부정,0.962965608,"*오후 10시부터 새벽 1시까지, 관리자가 거실에서 투숙객들과 시끄럽게 대화를 나누었습니다. *오후 10시부터 새벽 1시까지, 관리자가 거실에서 투숙객들과 시끄럽게 대화를 나누었습니다. 호텔 자체 규정을 어긴 첫 번째 사례입니다! *처음 묵었을 때 일본식 객실을 예약했는데, 프런트 직원이 팔아버리고 예약하지 않았습니다. 나중에 2층 침대가 있는 방으로 옮겼습니다. 방은 먼지가 너무 많았고 코와 피부가 가려웠습니다. *두 번째 묵었을 때는 이틀 연속으로 오후 10시 30분부터 새벽 1시까지, 관리자가 1층 거실에서 투숙객들과 시끄럽게 대화를 나누었습니다. 투숙객들의 웃음소리와 대화는 2층에서도 들릴 정도였습니다. 만류는 효과가 없었습니다. 이는 투숙객에 대한 매우 무례한 처사입니다. 호텔 측에서 자체적으로 규칙을 정했는데, 지키지 않았을 뿐만 아니라 어기기까지 했습니다. 정말 끔찍해요!",부정
146,니시테츠 그랜드 호텔,호텔,1,긍정,0.658814847,"방에 들어서자마자 내 짧은 머리카락이 긴 머리카락 뭉치에 엉켰고, 욕실 세면대 테두리 전체가 때로 뒤덮여 있었다. 다른 방들에서는 담배 냄새가 났지만, 흡연 금지는 복도에서만 허용되었다.",부정
147,도미 인 하카타기온,호텔,3,부정,0.701823592,"여전히 대욕장과 조식은 훌륭하고 마음에 듭니다. 위치도 하카타와 나스카,텐지 이동하고 좋고 지하철역도 가깝습니다. 근처 24시간마트 및 드럭스토어도 있어서 좋고 조용합니다. 어른들이 좋아하실꺼예요 하지만 객실상태는 좋지않아요. 열리지 않는 창문, 꺼진 매트리스와 뭔가 오래된듯 한 베개, 좁은 객실사이즈 및 컨디션.. 다른 지역 도미인 다녔고 가격으로도 커버되지만 후쿠오카 이 곳은 가격으로는 ... 아쉽네요 나쁘지 않았으나 다음 후쿠오카방문시에는 여기말고 다른 곳을 이용할꺼 같네요(아쉽지만 가격메리트가 넘 없어요)",
148,Oniyama Hotel,료칸,4,부정,0.54786396,방계 쪽의 접객이 매우 좋다. 1박째는 싼 플랜이었지만 방식으로 밥도 꽤 맛있고 좋았습니다. 2박째는 지옥 찜이 붙어 좀 좋은 플랜으로 했습니다만 지옥 찜에 들어가 있는 야채는 맛있고 먹을 수 있지만 해산물이 파사파사로 맛있지 않습니다.,긍정
149,더 로얄 파크 호텔 후쿠오카 (The Royal Park Hotel Fukuoka),호텔,1,부정,0.997121394,"방은 엄청 낡은데 하룻밤에 10,000 NTD나 받다니 어이가 없네요. 예약할 때마다 성인 두 명으로 방 두 개를 예약하는데 항상 성인 네 명이 투숙해요. 아고다 시스템에 무슨 문제가 있는 건지, 방 두 개에 여섯 명 요금을 청구하고 조식은 하루만 제공하더라고요. 직원은 ""왜 두 명만 예약했냐고요? 예약 시스템에 물어보세요!""라는 식으로 반응했어요. 돈은 엄청 썼는데 미야코 호텔보다 백만 배는 더 형편없었어요. 우리가 미야코 호텔이랑 같은 수준이라고 생각하는 건가요? 외관과 장식에만 신경 쓰고 정작 중요한 내부 시설은 소홀히 했어요! 4성급도 아니고 2성급 호텔인데, 편의시설이라고는 하나도 없어요. 어떻게 감히 4성급 호텔이라고 할 수 있죠? 제가 틀렸나요? 예약 시스템에 엄청난 수수료를 주는 엄청 낡은 2성급 호텔이니 속지 마세요! 위치도 좁은 골목길을 지나야 해서 불편하고, 4성급 호텔이라고 하면서 매일 청소도 안 한다니요? 후쿠오카는 처음 가봤는데, 굉장히 불친절한 곳이었어요. 앞으로는 도쿄나 오사카 같은 대도시만 갈 생각이에요. 참, 후쿠오카에서는 많은 일본 사람들이 길거리에서 대놓고 담배를 피우더라고요. 정말 후진적이고 냄새나는 곳이에요!",부정
150,언플랜 후쿠오카,호텔,5,긍정,0.993295133,"침대에는 베개, 이불, 수건이 비치되어 있으며 매우 깔끔합니다. 짐 보관실에는 작은 사물함이 있어 소지품이나 큰 짐을 보관할 수 있습니다. 칸막이가 있는 공용 욕실과 세면도구(칫솔과 치약은 직접 가져오세요)가 있습니다. 세탁과 건조도 가능합니다. 편의시설이 완벽하고 가격도 매우 저렴합니다. 주요 관광지와도 가까워 텐진과 하카타로 이동하기에도 매우 편리합니다. 수면의 질은 다른 투숙객의 습관에 따라 크게 달라집니다. 호텔에서 귀마개를 제공해 드립니다.",긍정
151,도미 인 하카타기온,호텔,4,부정,0.709542692,"천연 온천 및 드라이 사우나가 있는 무료 서비스를 갖춘 호텔 ◆대욕탕은 적당히 넓고, 텔레비전 첨부 드라이 사우나도 8인위는 넣을 여유가 있다. 샤워 수압이 약하다.…",긍정
152,힐탑리조트 후쿠오카,호텔,1,부정,0.685856819,"(-""-;) 시내로부터 멀다.소전 시골 은행의 보양 시설",부정
153,후키노야,료칸,5,긍정,0.99274981,"객실은 편안했고, 리셉션 직원은 친절했으며 체크인 시 서비스를 하나하나 자세히 안내해 주었습니다. 저는 조식이 포함된 패키지를 구매했는데, 전반적으로 서비스에 만족했습니다. 다만 버스 터미널에서 목적지까지 1km 정도 거리가 있지만, 가는 길의 풍경 덕분에 즐거운 여행이었습니다.",긍정
154,코트 호텔 후쿠오카 텐진,호텔,5,긍정,0.655282319,"가격과 입지를 생각하면 불평하지 않습니다. 1층은 편의점이고, 무료☕도 있어, 방의 것과는 별도로 샴푸 린스의 대출도 있었습니다.",긍정
155,Hotel Vista Fukuoka Nakasu-Kawabata,호텔,2,긍정,0.587456644,"■장점 - 야타이나 돈키호테 등 근처에 갈만한 곳이 꽤 있습니다. - 가격 대비 시설이 괜찮습니다. 특히 대욕장이 깔끔합니다. - 체크인아웃 전후 캐리어를 보관해줍니다. ■단점 - 서비스는 잘 모르겠습니다. 특히 저희는 한국인이었는데, 한국인인 것을 알고도 끝까지 영어도 아닌 일본어로 응대하시더군요. 그런데 옆에 서양인 커플에겐 영어를 사용하시는게 황당했습니다. 더 황당한건 나중에보니 한국어를 할 줄 아시던데요. 잘 못 알아듣는것을 보면서도 왜 끝까지 일본어로 응대하셨는지 모르겠습니다. - 체크아웃이 오전 10시로 다소 빠릅니다.",부정
156,더 라이블리 후쿠오카 하카타,호텔,1,긍정,0.912942052,"THE LIVELY FUKUOKA HAKATA 더 라이브 후쿠오카 하카타 5-2-18 Nakasu, 후쿠오카, 일본, 810-0801🤧 1. Cheating Foreigners Hotels: The rooms photos on its web are not honest. The true room space when the…",부정
157,니시테츠 호텔 크룸 하카타,호텔,4,긍정,0.668698788,객실은 깨끗하고 편안합니다. 1층에 대욕탕이 있으므로 방은 샤워만. 샤워 룸 앞에 화장실과 화장실이 있고 화장실의 음영을 열면 유리 너머로 침대가 보이는 (밖의 빛이 들어오는) 만들기가 독특합니다.,긍정
158,료칸유리,료칸,5,긍정,0.990627766,유후인역에서 그리 멀지 않습니다. 저렴한 료칸의 갑입니다. 일하시는 모든분들 완전 친절.||예약 당일 야외온천(걸어서1분)과 실내온천 시간선택을 해서 독립으로 이용하구요. 오전시간(06:00~09:30)은 실내남탕여탕 자유롭게 이용할 수 있습니다. 객실에는 화장실과 세면만 됩니다만 크게 불편하지 않았어요. 밤 11시부터 새벽까지 밖을 나갈 수 없습니다만 유후인에서 밤 늦게까지 뭐 할껀 없어서 불편하지 않았습니다....2박을…,긍정
159,호텔 캐비너스 후쿠오카,호텔,5,부정,0.636768639,가격이상을바라지말것 대욕장은만족 이용객대비흡연실부족,긍정
160,후쿠오카 산팔레스 호텔 & 홀 (Fukuoka Sunpalace),호텔,4,부정,0.555126429,"음향은 좋네요. 어려움을 가장, 편리화 조금 나쁠까!",긍정
161,EN 호텔 하카타,호텔,1,긍정,0.898053586,"후쿠오카에서 단한가지 아쉬웠던점이 있어요 숙소에서 편하게 쉬는것.을 못했어요 이번에 혼자 가다보니 잠만 자면된다는 생각으로 아고다에서 대충 검색하고 갔어요 후기가 좋길래 아무 의심없었어요 위치좋고, 직원분들 다 친절하서 좋았어요 객실문 열기전까지요 객실 작다는건 알고갔으니 아무 문제 없었고 바닥이 눅눅하지만 느낌인가 싶었고 이불이 눅눅해서 좀 그렇네 했지만 히터켜고자면 되겠지하고 이불안덮고 누웠어요 근데 바퀴벌레를 봐버렸어요 욕실에서도 티비근처에서도사흘 내내 여기저기 기어다니는데. 한마리인지 몇마리인지 모르겠지만 매일 소름끼쳐서 잠을 제대로 못잤어요 불끄면 더 활발하게 다닐까봐 불 다 켜고 새벽 세시나돼서 잠을 못견디고 잠들수있었어요 방을 바꿔달랄까 했는데 마찬가지겠지 싶어서 참고 지냈어요 생각만해도 소오름이에요",부정
162,후루유 온천 온크리,료칸,2,긍정,0.517821968,"로비 디자인은 훌륭했고 서비스도 괜찮았지만, 일본식 객실에 들어서자 실망스러웠습니다. 객실은 너무 낡고 구식이어서 로비와는 전혀 어울리지 않았습니다. 객실 리모델링을 강력 추천합니다!",부정
163,호텔 캐비너스 후쿠오카,호텔,4,긍정,0.633813739,후쿠오카의 출장으로 사우나가 있다고 하는 것으로 이용했습니다. 개인실을 예약했지만…,긍정
164,컴포트인 후쿠오카 텐진,호텔,5,긍정,0.985618949,직원분들이 접어놓은 종이접기가 너무 귀여워요 방 컨디션도 좋아서 잘 쉬었습니다 :),긍정
165,A GOOD DAY FUKUOKA RIVERSIDE,호텔,1,부정,0.994798899,속은 사진과 완전히 다른 성인 2명 어린이 2명으로 세미 더블 1개 객실 준비 자란에는 침대 2 개와 소파 침대 1 개가 있었지만 돈을 돌려주세요. 사기입니다. 바로 체크아웃 시 다른 호텔 검색 체크인도 잘 모르겠습니다. 무인으로 대응 악 전화도 나온다 이런 곳 처음 보았다,부정
166,APA Hotel Hakata Eki Chikushiguchi,호텔,2,부정,0.505406499,"아파 호텔은 비즈니스맨의 아군이지만, 최근 청소가 잡잡하구나. 이 방은 거미줄과 책상 먼지가 정말 유감입니다.",부정
167,JAM HOSTEL博多駅前,게스트하우스,2,긍정,0.601219475,"남성 전용 침상에서는 작은 목소리로 하지만 말할 수 없다! 샤워, 화장실은 남녀 겸용인가?",부정
168,Japanesque Hotel Fukuoka,호텔,1,부정,0.998029292,"실제로 숙박해 보고 매우 유감스러운 체험을 했으므로, 앞으로 호텔을 예약하고 있는 분들에게 참고해 주시면 좋겠습니다. 우선, 숙박 요금은 하룻밤에 36,000엔이었지만, 그 가치에 맞는 서비스나 설비가 아니었다고 느꼈습니다. 방 전체가 매우 더럽고, 청결함이나 비품의 면에서도 문제가 많았습니다. 구체적으로는 창문이 너무 더럽고 밖이 보이지 않을 정도로 지금까지 닦은 적이 없다고 생각할 정도였습니다. 더블 침대 주위에는 먼지가 쌓여 있고 전화기에도 먼지가 붙어있었습니다. 게다가 손전등도 더럽고 바닥을 잘 보면 작은 쓰레기가 떨어진 상태였습니다. 게다가 엘리베이터 카펫도 매우 더럽고 깨끗한 느낌이 전혀 없었습니다. 3인용으로 더블 침대 1개와 접이식 소파 베드가 준비되어 있었습니다만, 소파 베드는 매우 짧고 좁고, 잠의 기분도 최악이었습니다. 특히 소파 베드를 열면 창쪽에 너무 가까워서 에어컨 실외기의 소리가 시끄럽고 밤새 잠을 잘 수 없었습니다. 게다가 창문의 냉기가 심해서 소파 베드에서 자고 있어 매우 추워서 편안한 수면을 취할 수 없었다. 비품의 면에서도 문제가 있었습니다. 3명이 이용하는데, 컵이 2개만 준비되어, 종이컵이 3개 겹쳐 놓여져 있을 뿐이었습니다. 이러한 상황에서는 가족뿐만 아니라 모든 사람의 이용을 권장하지 않습니다. 아침 식사도 예상치 못했습니다. 품수가 적고, 볶음밥 같은 밥은 오랫동안 놓여 있었던 탓인지, 조금 차갑고 맛있지 않았습니다. 이것은 아침부터 실망합니다. 또, 공항에 가깝다고 생각해 예약했지만, 실제로는 공항으로부터 환승이 필요해, 지하철로부터도 10분 정도 떨어져 있기 때문에, 액세스도 거기까지 편리하지 않았습니다. 체크인 시에는 프런트에 다른 손님의 이름이 적혀 있는 파일이 보이고, 개인정보가 발레가 되는 상태였습니다. 이것은 프라이버시가 보호되고 있다고 말할 수 없습니다. 이 호텔은 공항으로부터의 액세스가 좋다고 하는 점에서 선택했습니다만, 그 이외의 면에서는 전혀 기대 벗어났습니다. 깨끗함이나 비품의 면에서의 미비가 많아, 쾌적한 숙박과는 멀리 상태였습니다. 이 가격대라면 더 편안하고 깨끗한 호텔이 많이 있습니다. 앞으로 후쿠오카 여행을 계획하시는 분은 이 호텔을 추천하지 않습니다. 같은 예산으로 더 편안한 숙박 시설을 찾는 것이 좋습니다.",부정
169,Mercure Fukuoka Munakata Resort & Spa,호텔,1,부정,0.996953726,"환대 제로. 이렇게 기분을 해치는 호텔은 아직 경험이 없습니다. ・방의 유닛 버스는, 배수 냄새. ・프런트의 스탭이 카운터에 팔꿈치를 붙여 대기. ・식사 시에 스탭에게 말을 걸어도 무시. 두 번 숙박하지 않습니다.",부정
170,구루메 워싱턴 호텔 프라자,호텔,5,부정,0.689926386,"작은 방, 전형적인 일본식 1인실",긍정
171,포포인츠 바이 쉐라톤 후쿠오카,게스트하우스,5,긍정,0.985338449,"전반적으로 가격 대비 만족도가 높습니다. 근처에 편의점이 세 종류나 있고, 스미요시 신사는 길 건너편에 있으며, 하카타역은 도보로 10분 거리에 있습니다.",긍정
172,컴포트인 후쿠오카 텐진,호텔,5,긍정,0.699165702,관엽식물에 물을 주었을 때의 수압이었던 워슈렛트 이외는 매우 쾌적했습니다.,긍정
173,The BREAKFAST HOTEL 후쿠오카 나카스,호텔,1,부정,0.96086818,"위치는 좋고 직원들도 친절했지만, 저와 친구들 모두 벌레에 물렸습니다. 방은 각각 달랐지만 모두 10층에 있었어요. 다음에는 다른 호텔을 선택할 것 같습니다. 직원들은 사과했고, 이런 불만이 처음이 아닌 것 같았지만 결국 보상은 해주지 않았습니다. 즐거운 주말을 보냈지만 씁쓸한 기분으로 호텔을 떠나게 되었습니다.",부정
174,코코 호텔 후쿠오카 텐진,호텔,2,부정,0.992064536,"외관은 좋았지만, 실제 경험은 불쾌했습니다. 객실에는 다음과 같은 문제가 있었습니다. 1. 화장실에 들어서자마자 강하고 설명할 수 없는 냄새가 났습니다. 2. 객실에 생수가 매일 제공되지 않았습니다. 3. 호텔이 도로 바로 옆에 있어 밤에는 소방차, 경찰차, 과속 차량 등 교통 소음이 매우 심했습니다. 4. 객실이 그다지 깨끗하지 않았습니다. 소파에는 눈에 띄는 먼지가 있었습니다. 하지만 텐진 지역과 비교적 가까워 쇼핑몰을 이용하기에는 편리했습니다. 지하철역도 가까워 텐진역(도보 8분)과 텐진남역(도보 2~4분)까지 갈 수 있었습니다. 짐 보관 서비스도 제공했습니다. 직원들은 영어를 구사하며 친절했습니다. 추가 베개 두 개를 요청했는데, 객실로 가져다주었습니다.",부정
175,도큐스테이 하카타,호텔,2,긍정,0.766039014,빨래할 필요가 없다면 이 호텔은 정말 고려해볼 만합니다. 단점: 객실이 기찻길 바로 옆에 있습니다. 하카타는 기차가 많이 다니는 주요 역이라 기차 소리가 아주 크게 들립니다. 소음에 민감하신 분이라면…,부정
176,The BREAKFAST HOTEL 후쿠오카 텐진,호텔,4,긍정,0.578587711,"다른 호텔에 비해 세탁대, 건조기대는 싸다고 생각합니다. 세탁기 300엔(세제 포함), 건조기 100엔(30분)…",긍정
177,호텔 캐비너스 후쿠오카,호텔,4,부정,0.698146343,개인실에 열쇠를 붙이고 싶다. 그 이상은 원하지 않습니다!,긍정
178,호텔 몬토레 라 스루 후쿠오카,호텔,5,긍정,0.991436064,"호텔은 텐진 백화점 근처에 위치해 있으며, 근처에 여러 편의점이 있습니다. 객실 요금도 저렴하고 호텔도 매우 깨끗합니다. 강력 추천합니다.",긍정
179,APA Hotel Hakata Eki Chikushiguchi,호텔,2,긍정,0.890711069,"객실은 고시원을 연상시킬만큼 매우 좁으나 구성은 잘되어있는 편.1명은 그냥 저냥 잠만 잔다 생각하면 괜찮지만 2명이 투숙하는건 숨막힐거같다는... 뷰는 옆건물 뷰. 침구류도 나름 편안했고 일본 호텔답게 어메니티도 괜찮았다. 3박 예약을 했는데 첫날 체크인할때 물 1병이 있었는데 물 리필은 안되는듯? 위치는 하카타역 뒷쪽이라 애매한듯. 결국 여행객들 목적지는 텐진, 나카스쪽이라 비싼 지하철을 타고 가던가 걸어다녀야된다. 체크인 시간 3시가 되면 체크인 대기 손님들이 가득하여 제 시간에는 절대 입실 불가하고 최소 몇십분은 기다려야한다. 얼리체크인은 절대 불가인듯한데 적절히 얼리체크인을 시켜줘야 체크인 대기시간이 없을텐데 융통성이 필요해보인다. 리셉션 직원중 나이 많은 여직원은 매우 불친절하고 불쾌했다. 영어로 질문을 하는데 딱딱하고 고압적인 자세로 일본어로 답변하는 어처구니없는 응대는 최악이었다.",부정
180,캐널시티 후쿠오카 워싱턴 호텔,호텔,2,긍정,0.945273757,(좋은 점) 90년대의 헤세이 레트로를 맛볼 수 있다. 텐노즈 아일이나 랜드마크 플라자라든지 그 근처의 90년대의 극장 쇼핑몰 호텔이 일체화한 재개발의 공기가 그대로 남아 있어 지금은 귀중.…,부정
181,ART HOTEL Kokura New Tagawa,호텔,2,부정,0.648257256,겉옷을 입고 가는 경우가 많은 호텔인데 화장실 큰 방에 겉옷 걸이가없는 것이 유감. 신경이 쓰이지 않는다고 유감. 식사도…,부정
182,그랜드 머큐어 벳푸완 리조트 & 스파,료칸,2,부정,0.989506543,"◎시설의 노후화 온천은 리폼하고 있는지 깨끗했지만, 방과 공용부의 노후화가 눈에 띈다. 일본식 객실은 벽과 소파 얼룩, 에어컨 곰팡이가 있습니다.…",부정
183,언플랜 후쿠오카,호텔,3,부정,0.583926141,서비스와 위치는 최상 캡슐호텔이라 방음이 안되는건 이해하지만 침구류에 먼지가 너무너무너무너무너무 많았다 ㅠ,
184,다이와 로이넷 호텔 후쿠오카 - 니시나카스,호텔,5,부정,0.612111449,2018.2월 오픈. 프런트는 2층. 데이 유스 없음.…,긍정
185,몬탄 하카타 호스텔,호텔,1,부정,0.998679221,"가격은 비싸고, 별다른 일 없고, 코로나를 이유로 아침의 뷔페도 뷔페 나오지 않고, 버스, 화장실 전용 방과 다소 한 말투로, 결국 유닛 버스 했고, 그것보다, 어디의 단체인지 모르지만, 한밤중에도 프런트에서 큰 소리로 말하고 있어, 전혀 편하지 않는다. 여기는 절대로 추천 할 수 없습니다. 이 호텔의 코스파라면 그 밖에 반액 이하로 묵을 수 있는 곳은 많이 있습니다. 실패했습니다(>_<)",부정
186,후지노엔,료칸,5,부정,0.98396033,"2시간 700엔 자판기로 뽑아서 카운터에 내고, 매우 얇은 수건 대여 100엔은 현금으로 빌리면 됨 입구 락커 신발은 10엔 넣고 반환됨 탕 락커는 10엔 반환 안됨",긍정
187,야스라기 나카스,게스트하우스,5,긍정,0.969517231,한국인 사장님 너무 친절하시고 좋아요 위치도 좋고! 이것저것 알려주심 아쉬운건 취사가 불가뿐!,긍정
188,컴포트인 후쿠오카 텐진,호텔,4,긍정,0.615158498,일찍 체크인하려고 인근 코인 주차장을 찾으면 쇼핑으로 오고있는 차로 늘어선 만차였습니다.,긍정
189,미야코 호텔 하카타,호텔,5,부정,0.956019461,"가격은 괜찮지만 약간 비싼 편입니다. 1110호에 체크인했는데, 욕실 샤워기 헤드가 매우 더럽고 찌든 때가 가득했습니다. 정기적으로 청소해야 할 것 같습니다. 욕조에 물이 가득 찼을 때 배수구에도 물때가 심하게 끼어 있었습니다. 변기 배수구 주변에도 청소되지 않은 찌든 때가 많았습니다.",긍정
190,Japanesque Hotel Fukuoka,호텔,1,부정,0.994076729,"사실은 하나도 별을 붙이고 싶지 않습니다. 우선 체크인에 대응한 사람이 폰코트. 카드키는 반응하지 않고, 교환에 왔을 때도 카드키를 사용할 수 있는지 확인하지 않고 전달하려고 왔다. 방은, 뭐 꽤 잘 찍힌 사진이 사용되고 있어 스위트라고는 말할 수 없는 유감감. 입실했을 때도 에어컨이 끊어져 작열 지옥. 화장실 주위는 제대로 청소되지 않고 소변이 바닥에 쏟아져 편의점 남자 화장실 같은 냄새가 난다. 시트는 확실히 보고 아는 위치에 더러움이 있는 것이 사용되고 있어, 기대하고 있던 자쿠지는 도브의 냄새로, 들어갈 생각조차 일어나지 않았다. 수영장도 언제 물을 바꾸었는지 모르는 정도로 흐려서 들어가지 않았습니다. 대신으로 교환된 방은, 욕실과 화장실이 칸막이가 없고, 방과 목욕탕의 문은 샤워의 물이 방에 새어 물침지가 되는 것 같은 구조로, 탈의장도 없기 때문에 곤란했습니다. 사과에 온 청소 담당도 우리에게는 관계가 없는 변명뿐이었고, 지배인다운 사람도 성의를 느낄 수 없었다. 체크아웃은 체크인 시의 사람이 아니었지만, 일련의 불편함이 계승되지 않았는지, 사과도 없었습니다. 밤에는 식사로 외출했습니다만, 그렇게 호텔에 돌아가고 싶지 않다고 생각한 것은 처음입니다. 정말 돈을 돌려주고 싶습니다.",부정
191,라이프텐진후쿠오카,호텔,5,긍정,0.9852373,방은 깨끗하고 직원들은 좋은 서비스를 제공합니다. 주방과 공용 공간이 있어서 좋습니다.,긍정
192,베셀호텔 후쿠오카 카이즈카,호텔,1,부정,0.988983452,화장실의 탱크가 10분 간격으로 왜 소음. 레이트아웃 플랜으로 찍었는데 한 잠도 못해 아침 4시에는 나왔다. 전실이 아니라고 믿고 싶지만 빗나간 방 안내되면 끝이므로 이쪽의 이용은 삼가하고 싶다,부정
193,The OneFive Marine Fukuoka,호텔,1,부정,0.961071312,"다른 방의 소음이 둥글게 들립니다. 소리가 걱정되는 사람은 그만두는 것이 좋습니다. 매우 불쾌. 그리고, wi-fi 있는데 연결하기 힘들다.",부정
194,산라이프호텔 2.3,호텔,2,부정,0.995810032,10층의 방에서는 wi-fi가 곧바로 끊어져 사용물이 되지 않는다 또한 환기 팬의 성능이 낮거나 화장실이 냄새가납니다. 시계가 1 시간 이상 어긋나 있어 게다가 공구 없이는 설정할 수 없다…,부정
195,APA Hotel ＆ Resort Hakata-Ekihigashi,호텔,5,부정,0.821407855,스탭이나 정중하게 대응해 주었다,긍정
196,크라운 팔레스 키타큐슈 호텔,호텔,3,긍정,0.538083196,"요 전날, 모회사의 친목회에 참가했기 때문에 보냈습니다!",
197,캐널시티 후쿠오카 워싱턴 호텔,호텔,1,긍정,0.529339194,정말 찾기 힘든 곳에 있습니다…,부정
